"row_id","bucket","snapnum","M","_count_*_"
260,170102,17,102,47333
261,170103,17,103,43906
262,170104,17,104,47822
263,170105,17,105,22096
264,170106,17,106,14101
265,170107,17,107,6774
266,170108,17,108,3848
267,170109,17,109,1838
268,170110,17,110,870
269,170111,17,111,362
270,170112,17,112,162
271,170113,17,113,52
272,170114,17,114,17
5214,170115,17,115,9
5148,170116,17,116,3
273,180094,18,94,17959
274,180095,18,95,493
275,180096,18,96,21354
276,180097,18,97,24060
277,180098,18,98,24681
278,180099,18,99,25298
279,180100,18,100,46018
280,180101,18,101,44615
281,180102,18,102,63582
282,180103,18,103,59420
283,180104,18,104,65868
284,180105,18,105,31710
285,180106,18,106,20220
286,180107,18,107,10160
287,180108,18,108,5797
288,180109,18,109,2988
289,180110,18,110,1305
290,180111,18,111,576
291,180112,18,112,287
292,180113,18,113,98
293,180114,18,114,37
294,180115,18,115,7
5149,180116,18,116,9
295,190094,19,94,23311
296,190095,19,95,653
297,190096,19,96,27466
298,190097,19,97,31034
299,190098,19,98,31911
300,190099,19,99,32942
301,190100,19,100,59853
302,190101,19,101,58998
303,190102,19,102,84745
304,190103,19,103,80420
305,190104,19,104,90181
306,190105,19,105,44382
307,190106,19,106,29102
308,190107,19,107,14964
309,190108,19,108,8816
310,190109,19,109,4438
311,190110,19,110,2115
312,190111,19,111,1005
313,190112,19,112,421
314,190113,19,113,185
315,190114,19,114,70
316,190115,19,115,23
317,190116,19,116,10
318,190117,19,117,2
319,200094,20,94,30145
320,200095,20,95,881
321,200096,20,96,35086
322,200097,20,97,39794
323,200098,20,98,40716
324,200099,20,99,42549
